"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L17791","periodCounter","com.serotonin.mango.view.stats.AbstractDataQuantizer.periodCounter;I","L17782","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AbstractDataQuantizer.java","32","5","32","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17792","periodFrom","com.serotonin.mango.view.stats.AbstractDataQuantizer.periodFrom;D","L17782","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AbstractDataQuantizer.java","33","5","33","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17793","periodTo","com.serotonin.mango.view.stats.AbstractDataQuantizer.periodTo;D","L17782","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AbstractDataQuantizer.java","34","5","34","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17794","valueCounter","com.serotonin.mango.view.stats.AbstractDataQuantizer.valueCounter;I","L17782","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AbstractDataQuantizer.java","35","5","35","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17827","minimum","com.serotonin.mango.view.stats.AnalogStatistics.minimum;D","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","31","5","31","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17829","minTime","com.serotonin.mango.view.stats.AnalogStatistics.minTime;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","32","5","32","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17830","maximum","com.serotonin.mango.view.stats.AnalogStatistics.maximum;D","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","33","5","33","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17831","maxTime","com.serotonin.mango.view.stats.AnalogStatistics.maxTime;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","34","5","34","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17832","average","com.serotonin.mango.view.stats.AnalogStatistics.average;D","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","35","5","35","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17833","sum","com.serotonin.mango.view.stats.AnalogStatistics.sum;D","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","36","5","36","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17834","count","com.serotonin.mango.view.stats.AnalogStatistics.count;I","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","37","5","37","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17835","noData","com.serotonin.mango.view.stats.AnalogStatistics.noData;Z","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","38","5","38","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17836","realStart","com.serotonin.mango.view.stats.AnalogStatistics.realStart;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","39","5","39","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17837","end","com.serotonin.mango.view.stats.AnalogStatistics.end;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","40","5","40","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17838","lastTime","com.serotonin.mango.view.stats.AnalogStatistics.lastTime;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","43","5","43","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17840","realDuration","com.serotonin.mango.view.stats.AnalogStatistics.realDuration;J","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","44","5","44","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17841","lastValue","com.serotonin.mango.view.stats.AnalogStatistics.lastValue;Ljava/lang/Double;","L6396","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\AnalogStatistics.java","45","5","45","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17891","lastValue","com.serotonin.mango.view.stats.BinaryDataQuantizer.lastValue;Lcom/serotonin/mango/rt/dataImage/types/BinaryValue;","L17887","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\BinaryDataQuantizer.java","28","5","28","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17909","lastValue","com.serotonin.mango.view.stats.MultistateDataQuantizer.lastValue;Lcom/serotonin/mango/rt/dataImage/types/MangoValue;","L17907","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\MultistateDataQuantizer.java","27","5","27","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17922","valueSum","com.serotonin.mango.view.stats.NumericDataQuantizer.valueSum;D","L17920","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\NumericDataQuantizer.java","28","5","28","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17936","value","com.serotonin.mango.view.stats.StartsAndRuntime.value;Lcom/serotonin/mango/rt/dataImage/types/MangoValue;","L17933","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntime.java","27","5","27","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17937","starts","com.serotonin.mango.view.stats.StartsAndRuntime.starts;I","L17933","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntime.java","28","5","28","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17938","runtime","com.serotonin.mango.view.stats.StartsAndRuntime.runtime;J","L17933","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntime.java","29","5","29","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17939","proportion","com.serotonin.mango.view.stats.StartsAndRuntime.proportion;D","L17933","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntime.java","30","5","30","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17957","data","com.serotonin.mango.view.stats.StartsAndRuntimeList.data;Ljava/util/List;","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","38","5","38","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17982","end","com.serotonin.mango.view.stats.StartsAndRuntimeList.end;J","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","51","5","51","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17983","lastTime","com.serotonin.mango.view.stats.StartsAndRuntimeList.lastTime;J","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","52","5","52","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17984","realStart","com.serotonin.mango.view.stats.StartsAndRuntimeList.realStart;J","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","53","5","53","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17985","lastValue","com.serotonin.mango.view.stats.StartsAndRuntimeList.lastValue;Lcom/serotonin/mango/rt/dataImage/types/MangoValue;","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","54","5","54","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17986","sar","com.serotonin.mango.view.stats.StartsAndRuntimeList.sar;Lcom/serotonin/mango/view/stats/StartsAndRuntime;","L8964","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\StartsAndRuntimeList.java","55","5","55","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18034","changes","com.serotonin.mango.view.stats.ValueChangeCounter.changes;I","L8903","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\ValueChangeCounter.java","34","5","34","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18036","lastValue","com.serotonin.mango.view.stats.ValueChangeCounter.lastValue;Lcom/serotonin/mango/rt/dataImage/types/MangoValue;","L8903","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\stats\ValueChangeCounter.java","37","5","37","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18075","definition","com.serotonin.mango.view.text.AnalogRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","36","5","37","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18080","format","com.serotonin.mango.view.text.AnalogRenderer.format;Ljava/lang/String;","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","51","5","52","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18081","suffix","com.serotonin.mango.view.text.AnalogRenderer.suffix;Ljava/lang/String;","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","53","5","54","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18082","formatInstance","com.serotonin.mango.view.text.AnalogRenderer.formatInstance;Ljava/text/DecimalFormat;","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","56","5","56","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18110","serialVersionUID","com.serotonin.mango.view.text.AnalogRenderer.serialVersionUID;J","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","113","5","113","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18116","version","com.serotonin.mango.view.text.AnalogRenderer.version;I","L4965","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\AnalogRenderer.java","114","5","114","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18122","definitions","com.serotonin.mango.view.text.BaseTextRenderer.definitions;Ljava/util/List;","L18072","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BaseTextRenderer.java","41","5","41","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18192","serialVersionUID","com.serotonin.mango.view.text.BaseTextRenderer.serialVersionUID;J","L18072","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BaseTextRenderer.java","158","5","158","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18198","version","com.serotonin.mango.view.text.BaseTextRenderer.version;I","L18072","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BaseTextRenderer.java","159","5","159","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18224","definition","com.serotonin.mango.view.text.BinaryTextRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","42","5","43","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18228","zeroLabel","com.serotonin.mango.view.text.BinaryTextRenderer.zeroLabel;Ljava/lang/String;","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","57","5","58","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18229","zeroColour","com.serotonin.mango.view.text.BinaryTextRenderer.zeroColour;Ljava/lang/String;","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","59","5","60","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18230","oneLabel","com.serotonin.mango.view.text.BinaryTextRenderer.oneLabel;Ljava/lang/String;","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","61","5","62","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18231","oneColour","com.serotonin.mango.view.text.BinaryTextRenderer.oneColour;Ljava/lang/String;","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","63","5","64","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18265","serialVersionUID","com.serotonin.mango.view.text.BinaryTextRenderer.serialVersionUID;J","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","144","5","144","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18271","version","com.serotonin.mango.view.text.BinaryTextRenderer.version;I","L4970","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\BinaryTextRenderer.java","145","5","145","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18277","definition","com.serotonin.mango.view.text.MultistateRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L4975","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateRenderer.java","35","5","36","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18281","multistateValues","com.serotonin.mango.view.text.MultistateRenderer.multistateValues;Ljava/util/List;","L4975","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateRenderer.java","50","5","51","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18310","serialVersionUID","com.serotonin.mango.view.text.MultistateRenderer.serialVersionUID;J","L4975","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateRenderer.java","111","5","111","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18316","version","com.serotonin.mango.view.text.MultistateRenderer.version;I","L4975","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateRenderer.java","112","5","112","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18322","key","com.serotonin.mango.view.text.MultistateValue.key;I","L7399","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateValue.java","29","5","29","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18323","text","com.serotonin.mango.view.text.MultistateValue.text;Ljava/lang/String;","L7399","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateValue.java","30","5","30","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18324","colour","com.serotonin.mango.view.text.MultistateValue.colour;Ljava/lang/String;","L7399","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateValue.java","31","5","31","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18342","serialVersionUID","com.serotonin.mango.view.text.MultistateValue.serialVersionUID;J","L7399","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateValue.java","84","5","84","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18348","version","com.serotonin.mango.view.text.MultistateValue.version;I","L7399","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\MultistateValue.java","85","5","85","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18354","definition","com.serotonin.mango.view.text.NoneRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L18217","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\NoneRenderer.java","32","5","33","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18364","serialVersionUID","com.serotonin.mango.view.text.NoneRenderer.serialVersionUID;J","L18217","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\NoneRenderer.java","66","5","66","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18370","version","com.serotonin.mango.view.text.NoneRenderer.version;I","L18217","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\NoneRenderer.java","67","5","67","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18376","definition","com.serotonin.mango.view.text.PlainRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L4980","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\PlainRenderer.java","35","5","36","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18380","suffix","com.serotonin.mango.view.text.PlainRenderer.suffix;Ljava/lang/String;","L4980","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\PlainRenderer.java","50","5","51","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18396","serialVersionUID","com.serotonin.mango.view.text.PlainRenderer.serialVersionUID;J","L4980","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\PlainRenderer.java","100","5","100","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18402","version","com.serotonin.mango.view.text.PlainRenderer.version;I","L4980","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\PlainRenderer.java","101","5","101","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18408","definition","com.serotonin.mango.view.text.RangeRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","38","5","39","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18412","format","com.serotonin.mango.view.text.RangeRenderer.format;Ljava/lang/String;","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","53","5","54","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18413","rangeValues","com.serotonin.mango.view.text.RangeRenderer.rangeValues;Ljava/util/List;","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","55","5","56","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18423","formatInstance","com.serotonin.mango.view.text.RangeRenderer.formatInstance;Ljava/text/DecimalFormat;","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","58","5","58","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18463","serialVersionUID","com.serotonin.mango.view.text.RangeRenderer.serialVersionUID;J","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","136","5","136","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18469","version","com.serotonin.mango.view.text.RangeRenderer.version;I","L4985","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeRenderer.java","137","5","137","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18475","from","com.serotonin.mango.view.text.RangeValue.from;D","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","29","5","29","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18476","to","com.serotonin.mango.view.text.RangeValue.to;D","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","30","5","30","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18477","text","com.serotonin.mango.view.text.RangeValue.text;Ljava/lang/String;","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","31","5","31","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18478","colour","com.serotonin.mango.view.text.RangeValue.colour;Ljava/lang/String;","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","32","5","32","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18504","serialVersionUID","com.serotonin.mango.view.text.RangeValue.serialVersionUID;J","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","101","5","101","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18510","version","com.serotonin.mango.view.text.RangeValue.version;I","L18415","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\RangeValue.java","102","5","102","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18516","TYPE_ANALOG","com.serotonin.mango.view.text.TextRenderer.TYPE_ANALOG;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","28","5","28","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18517","TYPE_BINARY","com.serotonin.mango.view.text.TextRenderer.TYPE_BINARY;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","29","5","29","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18518","TYPE_MULTISTATE","com.serotonin.mango.view.text.TextRenderer.TYPE_MULTISTATE;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","30","5","30","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18519","TYPE_PLAIN","com.serotonin.mango.view.text.TextRenderer.TYPE_PLAIN;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","31","5","31","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18520","TYPE_RANGE","com.serotonin.mango.view.text.TextRenderer.TYPE_RANGE;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","32","5","32","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17346","HINT_RAW","com.serotonin.mango.view.text.TextRenderer.HINT_RAW;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","37","5","37","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17348","HINT_FULL","com.serotonin.mango.view.text.TextRenderer.HINT_FULL;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","41","5","41","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12261","HINT_SPECIFIC","com.serotonin.mango.view.text.TextRenderer.HINT_SPECIFIC;I","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","46","5","46","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18144","UNKNOWN_VALUE","com.serotonin.mango.view.text.TextRenderer.UNKNOWN_VALUE;Ljava/lang/String;","L3683","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TextRenderer.java","48","5","48","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18553","definition","com.serotonin.mango.view.text.TimeRenderer.definition;Lcom/serotonin/mango/view/ImplDefinition;","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","37","5","38","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18557","format","com.serotonin.mango.view.text.TimeRenderer.format;Ljava/lang/String;","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","52","5","53","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18558","conversionExponent","com.serotonin.mango.view.text.TimeRenderer.conversionExponent;I","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","54","5","55","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18559","formatInstance","com.serotonin.mango.view.text.TimeRenderer.formatInstance;Ljava/text/SimpleDateFormat;","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","57","5","57","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18591","serialVersionUID","com.serotonin.mango.view.text.TimeRenderer.serialVersionUID;J","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","117","5","117","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18597","version","com.serotonin.mango.view.text.TimeRenderer.version;I","L18220","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\view\text\TimeRenderer.java","118","5","118","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18792","time","com.serotonin.mango.vo.bean.ImageValueBean.time;Ljava/lang/String;","L18790","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\ImageValueBean.java","25","5","25","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18793","uri","com.serotonin.mango.vo.bean.ImageValueBean.uri;Ljava/lang/String;","L18790","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\ImageValueBean.java","26","5","26","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18801","ROW_MAPPER","com.serotonin.mango.vo.bean.LongPair.ROW_MAPPER;LGenericRowMapper;","L3277","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\LongPair.java","9","5","14","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18806","l1","com.serotonin.mango.vo.bean.LongPair.l1;J","L3277","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\LongPair.java","16","5","16","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18807","l2","com.serotonin.mango.vo.bean.LongPair.l2;J","L3277","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\LongPair.java","17","5","17","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18820","pointId","com.serotonin.mango.vo.bean.PointHistoryCount.pointId;I","L1958","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\PointHistoryCount.java","25","5","25","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L18821","pointName","com.serotonin.mango.vo.bean.PointHistoryCount.pointName;Ljava/lang/String;","L1958","L103","C:\Users\meet\Desktop\semProject\mangoSource\src\com\serotonin\mango\vo\bean\PointHistoryCount.java","26","5","26","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
